age,sex,adj1,adj2,adj3,adj4,adj5,celeb1_name,celeb2_name,celeb3_name,celeb4_name,celeb5_name
35,male,smooth,baritone,resonant,confidential,charming,Idris Elba,Hugh Bonneville,Paul Gross,Damian Lewis,James Earl Jones
72,male,booming,authoritative,resonant,gravelly,commanding,Brian Blessed,James Earl Jones,John Goodman,John Amos,Charles Dance
28,female,bright,effervescent,childlike,twittering,giddy,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Kelli Berglund,Witney Carson
49,female,breathy,sultry,husky,seductive,silvery,Katheryn Winnick,Sanaa Lathan,Morena Baccarin,Jennifer Beals,Taraji P. Henson
62,female,gravelly,whispering,raspy,world-weary,knowing,Miriam Margolyes,Phyllis Diller,Joan Chen,Glenn Close,Barbara Hershey
35,male,smooth,resonant,urbane,charming,confident,Henry Cavill,Theo James,Sam Heughan,Richard Madden,Hugh Bonneville
71,male,booming,authoritative,gravelly,powerful,commanding,Brian Blessed,James Earl Jones,John Hurt,John Amos,James Cromwell
28,female,bright,bubbly,effervescent,youthful,chirpy,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
47,female,sharp,witty,acerbic,cutting,sarcastic,Jennifer Saunders,Wanda Sykes,Molly Shannon,Amy Schumer,Lucy Punch
37,female,husky,gravelly,sultry,smooth,knowing,Katheryn Winnick,Sanaa Lathan,Taraji P. Henson,Constance Zimmer,Jennifer Beals
62,male,raspy,gravelly,world-weary,resonant,authoritative,Brian Dennehy,John Hurt,James Earl Jones,Willem Dafoe,John Goodman
28,female,bright,chirpy,youthful,bubbly,optimistic,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,thin,reedy,quavering,nervous,uncertain,Alan Rickman,Bill Nighy,John Cleese,Stephen Fry,Michael Crichton
37,female,breathy,sultry,husky,melodic,slightly-nasal,Scarlett Johansson,Kate Beckinsale,Kelly Macdonald,Jennifer Beals,Amanda Seyfried
62,male,gravelly,resonant,world-weary,authoritative,rumorous,Brian Dennehy,John Hurt,James Earl Jones,Ian McKellen,Willem Dafoe
71,female,sharp,acerbic,witty,precise,cutting,Miriam Margolyes,Phyllis Diller,Joan Chen,Glenn Close,Meryl Streep
28,male,high-pitched,nasal,slightly-whiny,nervous,reedy,Paul Rudd,Jesse Eisenberg,Neil Gaiman,Seann William Scott,Jack Black
45,female,smooth,calm,confident,clear,unruffled,Sanaa Lathan,Thandie Newton,Olivia Colman,Viola Davis,Constance Zimmer
62,female,gravelly,raspy,world-weary,whispering,acerbic,Phyllis Diller,Miriam Margolyes,Joan Chen,Leslie Mann,Janine Turner
37,male,smooth,resonant,confident,mellifluous,authoritative,Henry Cavill,Hugh Bonneville,Sam Heughan,Theo James,Richard Madden
71,male,high-pitched,quavering,nervous,tremulous,uncertain,Tom Kenny,Michael C. Hall,John Oliver,Neil Gaiman,Patton Oswalt
28,female,bright,chirpy,youthful,bubbly,effervescent,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
49,male,gruff,deep,gravelly,rumbling,intimidating,Brian Blessed,Ron Perlman,James Earl Jones,John Goodman,Fred Williamson
62,female,gravelly,raspy,world-weary,whispery,knowing,Joan Chen,Miriam Margolyes,Glenn Close,Ruth McClanahan,Linda Lavin
71,male,breathy,wheezy,crackling,rambling,amused,Brian Blessed,John Hurt,Peter Jackson,Tom Kenny,Bill Nighy
28,female,bright,bubbly,youthful,chirpy,enthusiastic,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
51,female,sharp,acerbic,cutting,precise,authoritative,Janice Dickinson,Mindy Kaling,Wanda Sykes,Rosie Perez,Kathy Griffin
37,female,breathy,husky,sultry,gravelly,intimate,Katheryn Winnick,Morena Baccarin,Kelly Macdonald,Sanaa Lathan,Jennifer Beals
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Goodman,John Hurt,Willem Dafoe
71,female,sharp,brittle,acerbic,cutting,precise,Phyllis Diller,Miriam Margolyes,Joan Chen,Janice Dickinson,Glenn Close
28,male,nasal,high-pitched,reedy,whiny,uncertain,Seann William Scott,Jack Black,Neil Gaiman,Chris Colfer,Aaron Yoo
49,female,soft,gentle,mellow,calm,soothing,Amanda Seyfried,Olivia Colman,Jenna Fischer,Shiri Appleby,Kelly Monaco
62,female,gravelly,whispering,raspy,haunting,world-weary,Joan Chen,Miriam Margolyes,Leslie Mann,Glenn Close,Ruth McClanahan
35,male,smooth,urbane,confident,resonant,mellifluous,Hugh Bonneville,James Earl Jones,Henry Cavill,Theo James,Damian Lewis
71,female,breathy,high-pitched,quavering,nervous,twittering,Kristen Johnston,Miley Cyrus,Carrie Ann Inaba,Debi Mazar,Lily Cole
28,male,nasal,whiny,reedy,unassertive,childlike,Seann William Scott,Jack Black,Seth Rogen,Chris Colfer,Neil Gaiman
47,female,sharp,cutting,precise,authoritative,commanding,Katheryn Winnick,Taraji P. Henson,Kangana Ranaut,Viola Davis,Constance Zimmer
37,female,breathy,husky,sultry,melodic,warm,Morena Baccarin,Katheryn Winnick,Kelly Macdonald,Jennifer Beals,Amanda Seyfried
62,male,gravelly,resonant,authoritative,booming,commanding,Brian Blessed,James Earl Jones,John Amos,John Hurt,Ron Perlman
71,female,sharp,witty,acerbic,dry,cutting,Phyllis Diller,Joan Chen,Miriam Margolyes,Jennifer Saunders,Wanda Sykes
28,male,nasal,high-pitched,reedy,nervous,whiny,Seann William Scott,Jack Black,Seth Rogen,Chris Colfer,Neil Gaiman
67,female,gravelly,raspy,world-weary,whispering,knowing,Miriam Margolyes,Phyllis Diller,Joan Chen,Ruth McClanahan,Katheryn Winnick
38,male,smooth,resonant,mellifluous,gentle,confidential,Hugh Bonneville,Theo James,Sam Heughan,James Earl Jones,Henry Cavill
28,female,bright,chirpy,effervescent,youthful,optimistic,Abigail Breslin,Kiernan Shipka,America Ferrera,Dove Cameron,Ashley Greene
72,male,booming,authoritative,gravelly,powerful,commanding,Brian Blessed,James Earl Jones,John Amos,Fred Williamson,John Hurt
45,female,breathy,sultry,husky,seductive,sinuous,Sanaa Lathan,Thandie Newton,Taraji P. Henson,Mallika Sherawat,Jennifer Beals
37,female,breathy,husky,sultry,slightly,raspy,Scarlett Johansson,Sanaa Lathan,Rachel McAdams,Kate Beckinsale,Katherine Heigl
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,James Cosmo
28,female,bright,chirpy,youthful,effervescent,optimistic,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Dove Cameron,Raini Rodriguez
71,male,thin,reedy,slightly,nasal,whispery,Bill Nighy,John Cleese,Stephen Fry,David Warner,Alan Rickman
37,female,breathy,sultry,whispery,seductive,husky,Katheryn Winnick,Morena Baccarin,Kelly Macdonald,Ashley Greene,Shiri Appleby
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,John Goodman,Ron Perlman
71,female,sharp,witty,acerbic,cutting,precise,Phyllis Diller,Miriam Margolyes,Joan Chen,Jennifer Saunders,Wendy Williams
28,male,nasal,high-pitched,nervous,reedy,uncertain,Seann William Scott,Neil Gaiman,Jack Black,Patton Oswalt,Seth Rogen
49,female,smooth,calm,clear,measured,gentle,Amanda Seyfried,Jenna Fischer,Olivia Colman,Caitriona Balfe,Rachel McAdams
62,female,gravelly,raspy,world-weary,resonant,authoritative,Glenn Close,Miriam Margolyes,Joan Chen,Meryl Streep,Marcia Gay Harden
35,male,high-pitched,nasal,nervous,slightly-whiny,reedy,Neil Gaiman,Seth Rogen,Jack Black,Tom Kenny,Paul Giamatti
71,male,booming,gravelly,commanding,resonant,powerful,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,John Amos
28,female,bright,clear,youthful,energetic,effervescent,Amanda Seyfried,Abigail Breslin,Kiernan Shipka,Dove Cameron,Ashley Greene
47,female,smooth,sultry,low,velvety,magnetic,Sanaa Lathan,Taraji P. Henson,Thandie Newton,Regina Hall,Jennifer Beals
37,female,breathy,husky,sultry,gravelly,charming,Katheryn Winnick,Sanaa Lathan,Kate Beckinsale,Jennifer Beals,Cote de Pablo
62,male,gravelly,resonant,authoritative,world-weary,smooth,James Earl Jones,Brian Dennehy,John Goodman,John Hurt,Ron Perlman
28,female,high-pitched,bright,chirpy,effervescent,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Ashley Greene
71,male,raspy,wheezy,quizzical,acerbic,dry,Bill Nighy,John Cleese,Stephen Fry,Alan Rickman,David Warner
37,female,husky,gravelly,world-weary,raspy,smooth,Joss Stone,Leslie Mann,Katheryn Winnick,Taraji P. Henson,Rachel McAdams
62,male,resonant,booming,authoritative,gravelly,commanding,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Charles Dance
28,female,bright,chirpy,effervescent,youthful,clear,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,wheezy,thin,tremulous,raspy,gentle,John Cleese,Bill Nighy,Alan Rickman,Christopher Mintz-Plasse,Tom Kenny
49,female,sharp,cutting,precise,witty,acerbic,Phyllis Diller,Joan Chen,Miriam Margolyes,Wendi McLendon-Covey,Kathy Griffin
62,female,gravelly,raspy,world-weary,whispering,husky,Joan Chen,Miriam Margolyes,Phyllis Diller,Ruth McClanahan,Linda Lavin
38,male,smooth,urbane,charming,resonant,confident,Henry Cavill,Hugh Bonneville,Theo James,Sam Heughan,Richard Madden
71,male,booming,authoritative,gravelly,resonant,powerful,Brian Blessed,James Earl Jones,John Hurt,John Goodman,James Cromwell
28,female,bright,chirpy,youthful,effervescent,giggly,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
45,male,nasally,whiny,affected,high-pitched,irritating,Jack Black,Seth Rogen,Patton Oswalt,Will Forte,John Mulaney
62,female,gravelly,whispering,husky,raspy,knowing,Phyllis Diller,Joan Chen,Miriam Margolyes,Margo Martindale,Leslie Mann
38,male,smooth,resonant,deep,mellifluous,authoritative,James Earl Jones,Henry Cavill,Grant Bowler,Idris Elba,Chiwetel Ejiofor
28,female,bright,chirpy,effervescent,youthful,giddy,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,thin,reedy,brittle,wheezy,querulous,John Hurt,Bill Nighy,John Cleese,Stephen Fry,Peter Jackson
45,female,sharp,precise,cutting,acerbic,unyielding,Katheryn Winnick,Kangana Ranaut,Viola Davis,Tilda Swinton,Glenn Close
37,female,husky,gravelly,world-weary,raspy,resonant,Joan Chen,Taraji P. Henson,Leslie Mann,Mira Furlan,Katheryn Winnick
62,male,booming,authoritative,gravelly,assured,commanding,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Charles Dance
28,female,bright,chirpy,effervescent,youthful,giddy,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Kelli Berglund,Dove Cameron
71,male,thin,reedy,whispery,tremulous,quavering,John Hurt,Bill Nighy,Alan Rickman,Michael Crichton,Walter Matthau
55,female,sharp,witty,acerbic,cutting,sarcastic,Phyllis Diller,Wanda Sykes,Jennifer Saunders,Wendy Williams,Kathy Griffin
37,female,husky,gravelly,raspy,somber,weary,Taraji P. Henson,Leslie Mann,Mira Furlan,Wendi McLendon-Covey,Joan Chen
62,male,resonant,authoritative,booming,gravelly,commanding,James Earl Jones,Brian Blessed,John Amos,John Hurt,Charles Dance
28,female,bright,chirpy,effervescent,youthful,bubbly,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,thin,reedy,wheezy,quavering,brittle,Alan Rickman,Bill Nighy,John Cleese,Stephen Fry,Peter Jackson
45,female,smooth,silvery,refined,cultured,enchanting,Katheryn Winnick,Olivia Colman,Amanda Seyfried,Kelly Macdonald,Gillian Jacobs
37,female,breathy,husky,sultry,gravelly,whispering,Katheryn Winnick,Sanaa Lathan,Jennifer Beals,Debi Mazar,Ashley Greene
62,male,gravelly,resonant,booming,authoritative,commanding,Brian Blessed,James Earl Jones,John Amos,Charles Dance,Ron Perlman
28,female,bright,clear,chirpy,youthful,effervescent,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Kelli Berglund,Dove Cameron
71,male,rasping,wheezy,dry,crackly,amused,John Hurt,Bill Nighy,Alan Rickman,John Cleese,David Warner
49,female,sharp,precise,cutting,witty,acerbic,Miriam Margolyes,Phyllis Diller,Joan Chen,Wanda Sykes,Jennifer Saunders
37,female,husky,gravelly,world-weary,raspy,resonant,Taraji P. Henson,Katheryn Winnick,Joan Chen,Leslie Mann,Constance Zimmer
62,male,booming,authoritative,gravelly,assured,deep,Brian Blessed,James Earl Jones,John Goodman,Charles Dance,John Hurt
28,female,bright,chirpy,youthful,effervescent,sweet,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,thin,reedy,slightly,quavering,high-pitched,Peter Facinelli,Bill Nighy,John Oliver,Neil Gaiman,Michael C. Hall
49,female,smooth,silvery,cultured,refined,elegant,Olivia Colman,Sophie Okonedo,Kelly Macdonald,Amanda Seyfried,Idina Menzel
37,female,breathy,husky,sultry,confidential,knowing,Katheryn Winnick,Sanaa Lathan,Kate Beckinsale,Thandie Newton,Monica Bellucci
62,male,gravelly,resonant,world-weary,authoritative,raspy,Brian Dennehy,James Earl Jones,John Hurt,Bill Nighy,Jon Voight
28,female,bright,chirpy,effervescent,youthful,optimistic,Abigail Breslin,Kiernan Shipka,Ashley Greene,Kelli Berglund,Raini Rodriguez
71,male,booming,robust,commanding,acerbic,imposing,Brian Blessed,James Cromwell,John Goodman,John Amos,Fred Williamson
55,female,sharp,witty,sardonic,cutting,precise,Miriam Margolyes,Wanda Sykes,Phyllis Diller,Jennifer Saunders,Joan Chen
62,female,gravelly,whispering,husky,raspy,knowing,Agnes Deyn,Miriam Margolyes,Joan Chen,Leslie Mann,Phyllis Diller
37,male,smooth,baritone,resonant,mellifluous,assured,James Earl Jones,Hugh Bonneville,Damian Lewis,Henry Cavill,Sean Pertwee
71,female,breathy,high-pitched,twittering,childlike,effervescent,Carrie Ann Inaba,Lily Cole,Witney Carson,Amanda Seyfried,Abigail Breslin
28,male,nasal,thin,reedy,piping,nervous,Aaron Yoo,Max Schneider,Keegan Allen,Chris Colfer,Drake Bell
49,female,sharp,cutting,precise,authoritative,icy,Janice Dickinson,Katheryn Winnick,Kangana Ranaut,Glenn Close,Tilda Swinton
37,female,husky,gravelly,world-weary,resonant,smooth,Taraji P. Henson,Glenn Close,Constance Zimmer,Leslie Mann,Marcia Cross
72,male,raspy,wheezy,crackling,gravelly,amused,Brian Dennehy,John Hurt,Don Rickles,Christopher Mintz-Plasse,James Earl Jones
28,female,bright,chirpy,effervescent,youthful,clear,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
55,male,booming,authoritative,resonant,powerful,commanding,James Earl Jones,Brian Blessed,John Amos,Ron Perlman,Charles Dance
61,female,breathy,whispery,enigmatic,seductive,sultry,Joan Chen,Morena Baccarin,Katheryn Winnick,Sanaa Lathan,Odette Annable
37,female,breathy,husky,sultry,gravelly,knowing,Katheryn Winnick,Sanaa Lathan,Ashley Greene,Jennifer Beals,Leslie Mann
62,male,rasping,gravelly,world-weary,resonant,authoritative,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Willem Dafoe
28,female,bright,chirpy,youthful,effervescent,optimistic,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,thin,reedy,high-pitched,quavering,nervous,Stephen Fry,John Cleese,Bill Nighy,Tom Kenny,Peter Jackson
37,female,breathy,sultry,husky,low,melodic,Katheryn Winnick,Morena Baccarin,Kelly Macdonald,Sanaa Lathan,Caitriona Balfe
62,male,gravelly,resonant,authoritative,deep,raspy,Brian Blessed,James Earl Jones,John Hurt,Willem Dafoe,Ron Perlman
28,female,bright,chirpy,youthful,clear,effervescent,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,thin,reedy,whistling,high-pitched,quavering,John Cleese,Stephen Fry,Tom Kenny,Patton Oswalt,Bill Nighy
55,female,sharp,cutting,acerbic,precise,unwavering,Janice Dickinson,Glenn Close,Meryl Streep,Joan Chen,Margo Martindale
67,female,gravelly,raspy,world-weary,whispering,husky,Phyllis Diller,Miriam Margolyes,Joan Chen,Margo Martindale,Katheryn Winnick
38,male,smooth,resonant,gentle,mellifluous,soothing,Sam Heughan,Theo James,Hugh Bonneville,Sebastian De Souza,Max Irons
28,female,bright,chirpy,effervescent,youthful,bubbly,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Dove Cameron,Raini Rodriguez
72,male,booming,authoritative,gravelly,resonant,commanding,Brian Blessed,James Earl Jones,John Amos,John Hurt,Fred Williamson
51,female,sharp,witty,acerbic,cutting,sarcastic,Janice Dickinson,Jennifer Saunders,Wendi McLendon-Covey,Molly Shannon,Wanda Sykes
62,female,gravelly,husky,world-weary,raspy,knowing,Joan Chen,Miriam Margolyes,Glenn Close,Margo Martindale,Leslie Mann
35,male,smooth,resonant,gentle,calm,assured,Henry Cavill,Sam Heughan,Theo James,Sebastian De Souza,Richard Madden
71,male,wheezy,crackling,thin,high-pitched,amused,John Cleese,Alan Rickman,Stephen Fry,Bill Nighy,Tom Kenny
28,female,bright,bubbly,youthful,chirpy,effervescent,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
47,male,deep,booming,authoritative,gravelly,powerful,Brian Blessed,James Earl Jones,John Amos,Ron Perlman,Charles Dance
62,female,gravelly,raspy,world-weary,whispery,knowing,Joan Chen,Miriam Margolyes,Margo Martindale,Phyllis Diller,Ruby Dee
37,male,smooth,resonant,confident,magnetic,charming,Henry Cavill,Sam Heughan,Theo James,Richard Madden,Jai Courtney
71,male,booming,gravelly,authoritative,robust,commanding,Brian Blessed,James Earl Jones,John Amos,Ron Perlman,James Cosmo
28,female,bright,clear,bubbly,youthful,effervescent,Amanda Seyfried,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez
49,male,nasal,whiny,neurotic,high-pitched,anxious,John Oliver,Patton Oswalt,Seth Rogen,Jack Black,Will Forte
37,female,breathy,husky,sultry,melodic,confidential,Katheryn Winnick,Morena Baccarin,Kelly Macdonald,Kate Voegele,Olivia Colman
62,male,gravelly,resonant,world-weary,authoritative,raspy,Brian Blessed,John Hurt,James Earl Jones,Willem Dafoe,Ian McShane
71,female,sharp,acerbic,witty,cutting,precise,Miriam Margolyes,Phyllis Diller,Joan Chen,Kathy Griffin,Jennifer Saunders
28,male,nasal,high-pitched,nervous,slightly-whiny,uncertain,Seann William Scott,Jack Black,Jason Segel,Chris Colfer,Neil Gaiman
49,female,smooth,calm,measured,soothing,gentle,Sanaa Lathan,Alfre Woodard,Taraji P. Henson,Thandie Newton,Kerry Washington
37,female,breathy,husky,sultry,gravelly,low,Katheryn Winnick,Leslie Mann,Debi Mazar,Jennifer Beals,Mira Furlan
72,male,raspy,gravelly,authoritative,resonant,deep,Brian Dennehy,James Earl Jones,John Hurt,John Goodman,Christopher Mintz-Plasse
28,female,bright,clear,chirpy,youthful,optimistic,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Dove Cameron,Raini Rodriguez
55,male,smooth,urbane,cultivated,precise,controlled,Hugh Bonneville,Damian Lewis,James Nesbitt,Jeremy Piven,Michael C. Hall
61,female,sharp,witty,acerbic,cutting,sarcastic,Phyllis Diller,Wanda Sykes,Kathy Griffin,Joan Chen,Miriam Margolyes
37,female,husky,gravelly,warm,raspy,resonant,Joan Chen,Taraji P. Henson,Jennifer Saunders,Leslie Mann,Katheryn Winnick
72,male,thin,reedy,brittle,high-pitched,whining,John Oliver,Tim Minchin,Stephen Fry,Jeremy Piven,Bill Nighy
55,female,breathily,sultry,smooth,low,seductive,Morena Baccarin,Sanaa Lathan,Cote de Pablo,Kate Beckinsale,Olivia Colman
28,male,nasal,high,bright,chirpy,youthful,Seann William Scott,Chris Colfer,Max Schneider,Neil Gaiman,Aaron Yoo
37,female,husky,gravelly,world-weary,somber,resonant,Taraji P. Henson,Constance Zimmer,Kathy Griffin,Glenn Close,Milla Jovovich
62,male,breathy,raspy,whispering,intense,dramatic,Willem Dafoe,John Hurt,Brian Dennehy,David Morrissey,Ian McShane
28,female,bright,chirpy,effervescent,youthful,optimistic,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Ashley Greene
71,male,booming,authoritative,gravelly,commanding,powerful,James Earl Jones,Brian Blessed,John Amos,John Goodman,Charles Dance
49,female,sharp,witty,acerbic,precise,cutting,Joan Chen,Miriam Margolyes,Jennifer Saunders,Phyllis Diller,Wanda Sykes
37,female,breathy,sultry,husky,melodic,serene,Morena Baccarin,Kate Voegele,Kelly Macdonald,Amanda Seyfried,Katheryn Winnick
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,John Goodman,John Amos
28,female,high-pitched,bright,chirpy,effervescent,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Bethany Mota
71,male,raspy,whispery,croaky,intimate,knowing,Willem Dafoe,Harvey Keitel,Peter Jackson,Alan Rickman,Bill Nighy
62,female,gravelly,raspy,world-weary,husky,resonant,Joan Chen,Miriam Margolyes,Phyllis Diller,Meryl Streep,Ruby Dee
37,male,smooth,urbane,charming,mellifluous,confident,Hugh Bonneville,Theo James,Sam Heughan,Sebastian De Souza,Chris Pine
71,female,breathy,high-pitched,twittering,nervous,childlike,Carrie Ann Inaba,Jennette McCurdy,Abigail Breslin,Kiernan Shipka,Kelli Berglund
28,male,nasal,whiny,petulant,thin,reedy,Drake Bell,Max Schneider,Jesse Eisenberg,Neil Gaiman,Aaron Yoo
51,female,crisp,clear,authoritative,strong,unwavering,Katheryn Winnick,Sanaa Lathan,Taraji P. Henson,Viola Davis,Constance Zimmer
37,female,breathy,sultry,husky,whispering,seductive,Katheryn Winnick,Morena Baccarin,Sanaa Lathan,Kate Beckinsale,Caitriona Balfe
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Charles Dance
71,female,sharp,witty,acerbic,cutting,precise,Phyllis Diller,Miriam Margolyes,Joan Chen,Jennifer Saunders,Wendi McLendon-Covey
28,male,nasally,high-pitched,reedy,nervous,uncertain,Seann William Scott,Max Schneider,Neil Gaiman,Aaron Yoo,Chris Colfer
55,female,smooth,calm,gentle,soothing,melodic,Amanda Seyfried,Kelly Macdonald,Olivia Colman,Rachel McAdams,Katherine Jenkins
62,female,gravelly,whispering,raspy,authoritative,weathered,Miriam Margolyes,Phyllis Diller,Joan Chen,Maggie Smith,Glenn Close
37,male,smooth,resonant,mellifluous,confident,suave,Henry Cavill,Theo James,Sam Heughan,Richard Madden,Sebastian De Souza
71,male,breathy,tremulous,rasping,high-pitched,fragile,John Hurt,Brian Blessed,Tom Kenny,Bill Nighy,James Earl Jones
28,female,bright,chirpy,effervescent,youthful,bubbly,Amanda Seyfried,Witney Carson,Abigail Breslin,Kiernan Shipka,Dove Cameron
51,male,gruff,gravelly,world-weary,somber,resonant,Willem Dafoe,Harvey Keitel,Ron Perlman,John Goodman,Ray Winstone
62,female,gravelly,raspy,world-weary,whispering,knowing,Miriam Margolyes,Phyllis Diller,Joan Chen,Glenn Close,Leslie Mann
37,male,smooth,resonant,urbane,charming,confident,Hugh Bonneville,Henry Cavill,Theo James,Sam Heughan,Richard Madden
28,female,bright,chirpy,youthful,bubbly,effervescent,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,gruff,booming,authoritative,gravelly,powerful,Brian Blessed,James Earl Jones,John Amos,Ron Perlman,Fred Williamson
49,female,breathy,husky,sultry,seductive,magnetic,Sanaa Lathan,Taraji P. Henson,Thandie Newton,Jennifer Beals,Mallika Sherawat
37,female,breathy,husky,sultry,whispering,seductive,Katheryn Winnick,Morena Baccarin,Kate Beckinsale,Jennifer Beals,Shiri Appleby
72,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,John Amos,James Cromwell
28,female,bright,chirpy,effervescent,giddy,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
55,male,nasal,twangy,acerbic,sarcastic,cutting,John Oliver,David Koechner,Patton Oswalt,Will Forte,Rob Corddry
37,female,breathy,sultry,husky,melodic,serene,Morena Baccarin,Kelly Macdonald,Amanda Seyfried,Katheryn Winnick,Shiri Appleby
62,male,gravelly,resonant,authoritative,world-weary,raspy,Brian Blessed,Willem Dafoe,John Hurt,James Earl Jones,Harvey Keitel
71,female,sharp,witty,acerbic,cutting,precise,Phyllis Diller,Miriam Margolyes,Joan Chen,Jennifer Saunders,Wanda Sykes
28,male,nasal,high-pitched,nervous,reedy,slightly whiny,Seann William Scott,Neil Gaiman,Jack Black,Aaron Yoo,Patton Oswalt
55,female,smooth,calm,confident,warm,inviting,Alfre Woodard,Sanaa Lathan,Taraji P. Henson,Viola Davis,Regina Hall
38,male,smooth,urbane,silvery,charming,confidential,James Earl Jones,Paul Gross,Hugh Bonneville,Jeremy Irons,Damian Lewis
71,female,breathy,tremulous,sweet,high-pitched,childlike,Carrie Fisher,Julie Gonzalo,Shiri Appleby,America Ferrera,Kelli Berglund
28,male,nasal,whiny,reedy,unassertive,nervous,Seann William Scott,Jesse Eisenberg,Jack Black,Josh Peck,Zach Galifianakis
67,female,raspy,gravelly,world-weary,hushed,knowing,Phyllis Diller,Joan Chen,Miriam Margolyes,Katheryn Winnick,Marcia Cross
38,male,smooth,resonant,confident,melodic,charming,Hugh Bonneville,Sam Heughan,Theo James,Richard Madden,Sebastian De Souza
72,male,booming,gravelly,authoritative,powerful,resonant,Brian Blessed,James Earl Jones,John Goodman,John Hurt,Ron Perlman
28,female,bright,chirpy,effervescent,youthful,bubbly,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
45,male,nasal,whiny,petulant,irritable,thin,Jack Black,Seth Rogen,Patton Oswalt,Will Forte,Chris Colfer
37,female,breathy,husky,sultry,raspy,confidential,Scarlett Johansson,Jennifer Beals,Sanaa Lathan,Katheryn Winnick,Cote de Pablo
62,male,gravelly,resonant,authoritative,world-weary,deep,James Earl Jones,Brian Dennehy,John Goodman,Willem Dafoe,Ron Perlman
28,female,bright,clear,chirpy,effervescent,youthful,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Kelli Berglund,Dove Cameron
71,male,thin,reedy,quavering,nervous,high-pitched,Patton Oswalt,Steve Martin,John Cleese,Jerry Trainor,Neil Gaiman
62,female,gravelly,raspy,world-weary,resonant,husky,Joan Chen,Miriam Margolyes,Margo Martindale,Jean Smart,Phyllis Diller
37,male,smooth,urbane,charming,velvety,controlled,Hugh Bonneville,James Nesbitt,Theo James,Sam Heughan,Tom Hiddleston
71,male,booming,authoritative,resonant,gravelly,powerful,Brian Blessed,James Earl Jones,John Amos,John Hurt,Charles Dance
28,female,bright,bubbly,effervescent,youthful,chirpy,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
45,female,crisp,precise,clear,articulate,intellectual,Constance Zimmer,Olivia Colman,Lisa Edelstein,Lizzy Caplan,Sanaa Lathan
62,female,gravelly,whispering,raspy,world-weary,mellow,Phyllis Diller,Miriam Margolyes,Joan Chen,Glenn Close,Lesley Manville
37,male,smooth,urbane,confident,resonant,charming,Henry Cavill,Hugh Bonneville,Theo James,Sam Heughan,Richard Madden
